Date,JDfrom0,Iprec,WindSp,WindDir,RelHum,AirT,CloudFactor
13/04/2016 03:00,736433.125000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 04:00,736433.166667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 05:00,736433.208333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 06:00,736433.250000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 07:00,736433.291667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 08:00,736433.333333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 09:00,736433.375000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 10:00,736433.416667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 11:00,736433.458333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 12:00,736433.500000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 13:00,736433.541667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 14:00,736433.583333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 15:00,736433.625000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 16:00,736433.666667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 17:00,736433.708333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 18:00,736433.750000,1.800000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 19:00,736433.791667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 20:00,736433.833333,0.100000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 21:00,736433.875000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 22:00,736433.916667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
13/04/2016 23:00,736433.958333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 00:00,736434.000000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 01:00,736434.041667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 02:00,736434.083333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 03:00,736434.125000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 04:00,736434.166667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 05:00,736434.208333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 06:00,736434.250000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 07:00,736434.291667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 08:00,736434.333333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 09:00,736434.375000,0.500000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 10:00,736434.416667,0.100000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 11:00,736434.458333,0.100000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 12:00,736434.500000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 13:00,736434.541667,0.100000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 14:00,736434.583333,0.100000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 15:00,736434.625000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 16:00,736434.666667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 17:00,736434.708333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 18:00,736434.750000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 19:00,736434.791667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 20:00,736434.833333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 21:00,736434.875000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 22:00,736434.916667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
14/04/2016 23:00,736434.958333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 00:00,736435.000000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
15/04/2016 01:00,736435.041667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
