Date,JDfrom0,Iprec,WindSp,WindDir,RelHum,AirT,CloudFactor
17/04/2019 12:00,737532.500000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 13:00,737532.541667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 14:00,737532.583333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 15:00,737532.625000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 16:00,737532.666667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 17:00,737532.708333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 18:00,737532.750000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 19:00,737532.791667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 20:00,737532.833333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 21:00,737532.875000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 22:00,737532.916667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
17/04/2019 23:00,737532.958333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 00:00,737533.000000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 01:00,737533.041667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 02:00,737533.083333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 03:00,737533.125000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 04:00,737533.166667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 05:00,737533.208333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 06:00,737533.250000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 07:00,737533.291667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 08:00,737533.333333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 09:00,737533.375000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 10:00,737533.416667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 11:00,737533.458333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 12:00,737533.500000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 13:00,737533.541667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 14:00,737533.583333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 15:00,737533.625000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 16:00,737533.666667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 17:00,737533.708333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 18:00,737533.750000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 19:00,737533.791667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 20:00,737533.833333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 21:00,737533.875000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 22:00,737533.916667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
18/04/2019 23:00,737533.958333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 00:00,737534.000000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 01:00,737534.041667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 02:00,737534.083333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 03:00,737534.125000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 04:00,737534.166667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 05:00,737534.208333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 06:00,737534.250000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 07:00,737534.291667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 08:00,737534.333333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 09:00,737534.375000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 10:00,737534.416667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 11:00,737534.458333,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 12:00,737534.500000,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
19/04/2019 13:00,737534.541667,0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
