Date,JDfrom0,Iprec,WindSp,WindDir,RelHum,AirT,CloudFactor
19/07/2018 11:00,737260.458333,-9999.000000,1.500000,146.000000,42.000000,23.100000,-9999.000000
19/07/2018 12:00,737260.500000,-9999.000000,2.000000,59.000000,41.000000,24.100000,-9999.000000
19/07/2018 13:00,737260.541667,-9999.000000,3.100000,39.000000,48.000000,23.100000,-9999.000000
19/07/2018 14:00,737260.583333,-9999.000000,3.900000,51.000000,44.000000,24.100000,-9999.000000
19/07/2018 15:00,737260.625000,-9999.000000,2.500000,18.000000,37.000000,24.700000,-9999.000000
19/07/2018 16:00,737260.666667,-9999.000000,1.500000,333.000000,35.000000,24.400000,-9999.000000
19/07/2018 17:00,737260.708333,-9999.000000,1.700000,9.000000,37.000000,22.800000,-9999.000000
19/07/2018 18:00,737260.750000,-9999.000000,0.700000,5.000000,49.000000,20.000000,-9999.000000
19/07/2018 19:00,737260.791667,-9999.000000,0.300000,13.000000,71.000000,14.800000,-9999.000000
19/07/2018 20:00,737260.833333,-9999.000000,0.000000,0.000000,86.000000,10.600000,-9999.000000
19/07/2018 21:00,737260.875000,-9999.000000,0.000000,0.000000,92.000000,9.100000,-9999.000000
19/07/2018 22:00,737260.916667,-9999.000000,0.400000,23.000000,93.000000,7.300000,-9999.000000
19/07/2018 23:00,737260.958333,0.000000,0.000000,0.000000,95.000000,6.900000,-9999.000000
20/07/2018 00:00,737261.000000,0.000000,0.100000,10.000000,95.000000,6.400000,-9999.000000
20/07/2018 01:00,737261.041667,0.000000,0.000000,0.000000,96.000000,5.200000,-9999.000000
20/07/2018 02:00,737261.083333,0.000000,0.000000,0.000000,96.000000,4.600000,-9999.000000
20/07/2018 03:00,737261.125000,0.000000,0.000000,0.000000,96.000000,4.300000,-9999.000000
20/07/2018 04:00,737261.166667,0.000000,0.000000,0.000000,96.000000,4.100000,-9999.000000
20/07/2018 05:00,737261.208333,0.000000,0.000000,0.000000,97.000000,7.900000,-9999.000000
20/07/2018 06:00,737261.250000,0.000000,0.100000,14.000000,86.000000,12.800000,-9999.000000
20/07/2018 07:00,737261.291667,0.000000,0.300000,49.000000,70.000000,17.900000,-9999.000000
20/07/2018 08:00,737261.333333,0.000000,1.700000,22.000000,60.000000,20.800000,-9999.000000
20/07/2018 09:00,737261.375000,0.000000,1.700000,48.000000,53.000000,21.900000,-9999.000000
20/07/2018 10:00,737261.416667,0.000000,3.600000,54.000000,56.000000,22.500000,-9999.000000
20/07/2018 11:00,737261.458333,0.000000,1.600000,86.000000,49.000000,23.500000,-9999.000000
20/07/2018 12:00,737261.500000,0.000000,2.100000,21.000000,53.000000,22.900000,-9999.000000
